Generación;Media;Maximo;Binarios;Minimo
112;0.944465747;0.945035461;111110001101110101110111111110;0.94313402
113;0.944085829;0.945035432;111110001101110101110111101110;0.94313402
114;0.944275602;0.945035432;111110001101110101110111101110;0.94313402
115;0.944844555;0.945035432;111110001101110101110111101110;0.943137696
116;0.944843819;0.945035432;111110001101110101110111101110;0.943137696
117;0.945033961;0.945035461;111110001101110101110111111110;0.945031724
118;0.945034329;0.945035461;111110001101110101110111111110;0.945031724
119;0.945035065;0.945035461;111110001101110101110111111110;0.945031724
120;0.945034697;0.945035461;111110001101110101110111111110;0.945031724
121;0.872821864;0.945036389;111110001101110101111111111110;0.222906117
122;0.800609209;0.945035461;111110001101110101110111111110;0.222906103
123;0.948097348;0.975658615;111111001101110101110111101110;0.945031753
124;0.948097021;0.975658644;111111001101110101110111111110;0.945031724
125;0.948096279;0.975658615;111111001101110101110111101110;0.945031724
126;0.908021249;0.975658615;111111001101110101110111101110;0.54428145
127;0.909545936;0.975658615;111111001101110101110111101110;0.54428145
128;0.911076925;0.975658644;111111001101110101110111111110;0.54428145
129;0.92534519;0.960285988;111110101101110101110111101110;0.7176281
130;0.946554929;0.960285988;111110101101110101110111101110;0.945002057
131;0.946549734;0.960285988;111110101101110101110111101110;0.945002057
132;0.949603553;0.960285988;111110101101110101110111101110;0.945002057
133;0.946555715;0.9603458;111110101101111101110111101110;0.945002057
134;0.948083782;0.9603458;111110101101111101110111101110;0.945002057
135;0.94961848;0.9603458;111110101101111101110111101110;0.945002057
136;0.954235928;0.991214077;111111101101111101110111101110;0.945002057
137;0.961910161;0.991214077;111111101101111101110111101110;0.945002057
138;0.97421255;0.991214077;111111101101111101110111101110;0.945031724
139;0.980367124;0.991214077;111111101101111101110111101110;0.945035432
140;0.971069077;0.991214077;111111101101111101110111101110;0.945035432
141;0.97568691;0.991214077;111111101101111101110111101110;0.960106564
142;0.969506835;0.991214077;111111101101111101110111101110;0.960106564
143;0.969531888;0.991214077;111111101101111101110111101110;0.960106564
144;0.972619463;0.991214077;111111101101111101110111101110;0.960106564
145;0.96955763;0.991214077;111111101101111101110111101110;0.960106564
146;0.963360051;0.991206481;111111101101111100110111101110;0.960106097
147;0.960220202;0.9603458;111110101101111101110111101110;0.96004676
148;0.960220202;0.9603458;111110101101111101110111101110;0.96004676
149;0.960241135;0.9603458;111110101101111101110111101110;0.96004676
150;0.960297953;0.9603458;111110101101111101110111101110;0.960106564
151;0.960274029;0.9603458;111110101101111101110111101110;0.960106564
152;0.960250104;0.9603458;111110101101111101110111101110;0.960106549
153;0.960250104;0.9603458;111110101101111101110111101110;0.960106549
154;0.960250106;0.9603458;111110101101111101110111101110;0.960106564
155;0.960297953;0.9603458;111110101101111101110111101110;0.960106564
156;0.960274029;0.9603458;111110101101111101110111101110;0.960106564
157;0.960393665;0.961063688;111110101111011101110111101110;0.960106564
158;0.959915532;0.9603458;111110101101111101110111101110;0.956521598
159;0.96032187;0.9603458;111110101101111101110111101110;0.960106564
160;0.961088893;0.967776903;111110111101011101110111101110;0.960345742
161;0.961088898;0.967776845;111110111101011101110111001110;0.960345742
162;0.960345793;0.9603458;111110101101111101110111101110;0.960345742
163;0.960345794;0.9603458;111110101101111101110111101110;0.960345742
164;0.960345788;0.9603458;111110101101111101110111101110;0.960345742
165;0.960345782;0.9603458;111110101101111101110111101110;0.960345742
166;0.960345786;0.9603458;111110101101111101110111101110;0.960345742
167;0.960345786;0.9603458;111110101101111101110111101110;0.960345742
168;0.960339804;0.960345797;111110101101111101110111101100;0.960285985
169;0.960345789;0.960345797;111110101101111101110111101100;0.960345738
170;0.960345794;0.960345797;111110101101111101110111101100;0.960345782
171;0.960345795;0.960345797;111110101101111101110111101100;0.960345782
172;0.960345794;0.960345797;111110101101111101110111101100;0.960345782
173;0.960345792;0.960345797;111110101101111101110111101100;0.960345782
174;0.960345794;0.960345797;111110101101111101110111101100;0.960345782
175;0.960345795;0.960345797;111110101101111101110111101100;0.960345782
176;0.960345797;0.960345797;111110101101111101110111101100;0.960345797
177;0.960321873;0.960345797;111110101101111101110111101100;0.96010656
178;0.960297949;0.960345797;111110101101111101110111101100;0.96010656
179;0.961064705;0.968017089;111110111101111101110111101100;0.96010656
180;0.961784361;0.968017089;111110111101111101110111101100;0.96010656
181;0.960130484;0.960345797;111110101101111101110111101100;0.96010656
182;0.958725017;0.961063684;111110101111011101110111101100;0.945094764
183;0.955675192;0.961063684;111110101111011101110111101100;0.944857435
184;0.95878528;0.975477756;111111001101011101110111101100;0.944857435
185;0.962038736;0.975477756;111111001101011101110111101100;0.944857435
186;0.963575856;0.975477756;111111001101011101110111101100;0.944857435
187;0.969520703;0.975477756;111111001101011101110111101100;0.96010656
188;0.96942499;0.975477756;111111001101011101110111101100;0.96010656
189;0.96932853;0.975477756;111111001101011101110111101100;0.960099085
190;0.972403517;0.975477756;111111001101011101110111101100;0.96010656
191;0.970887797;0.990971022;111111101101011101110111101100;0.944857435
192;0.97087559;0.975477756;111111001101011101110111101100;0.944857435
193;0.973937622;0.975477756;111111001101011101110111101100;0.96010656
194;0.975465676;0.975477758;111111001101011101110111101101;0.97544738
195;0.975464169;0.975492827;111111001101011111110111101100;0.97544738
196;0.975467207;0.975492827;111111001101011111110111101100;0.975447615
197;0.975468667;0.975477758;111111001101011101110111101101;0.975447144
198;0.97546563;0.975477758;111111001101011101110111101101;0.975447144
199;0.975465629;0.975477758;111111001101011101110111101101;0.97544738
200;0.952327879;0.975477758;111111001101011101110111101101;0.74416053
